platform,rating,text,date,author
App Store,2,"원래 PC로만 수업을 수강하는데 후기를 남길 곳이 없어 
어플을 다운받아서 이렇게 후기 남깁니다
3개월 가량 사용했는데 등록된 튜터는 많으나 
실제로 예약 가능한 튜터는 예약이 어렵거나 
새벽시간이 예약하기가 쉽지 않습니다
또한, 고객센터도 채팅으로만 받기 때문에 답변을 
받는데 시간이 너무 오래 걸립니다
저렴한 가격이 아닌데 구매한 금액에 비해 운영 서비스가 미흡한것 같습니다….",2021-09-01,yooms0103
App Store,5,"1년째 링글 사용 중입니다
살면서 이만큼 유용한 앱이 있나 싶어요
가로모드 지원만 좀 되면 좋겠습니다 ㅎㅎ",2021-07-11,날라뇽
App Store,4,"링글 잘 사용하고 있어요
다만 아이패드에서 수업 구동 안되는거 너무 불편해요
아이패드 버젼 개발 부탁해요",2021-07-10,좋은앱편해요
App Store,4,다만 한가지 아쉬운점은 강의 녹음을 다시 들을 때 휴대폰 발열이 꽤 높아지는것인데 손이 따뜻해질 정도입니다. 유튜브로 영상볼때에도 이정도는 아닌 것 같은데 최적화가 필요 해 보입니다. 추측으로는 녹음파일과 스크립트의 재생 싱크를 맞추는 과정에 많은 계산이 있지 않을까 합니다. 의견 검토해주시고 앱이 더 나아지길 바라겠습니다.,2021-06-16,ShuffleDev
App Store,1,복습화면에서 계속 꺼지고 리셋됩니다 개선좀..,2021-06-04,ㅂ닙진
App Store,1,업데이트 다 했는데 맨날 들어갈 때마다 업데이트 알림이 떠서 진짜 짜증나고 번거로워요 ㅠㅜ 이것 좀 얼른 고쳐주세요!!,2021-05-31,Zooey L
App Store,1,툭하면 꺼지고 업데이트 누르면 초기 화면으로 돌아가고 왜그러는건가요? Ios도 최신버전인데 허구헌날 접속만 하면 업데이트 팝업 뜨고 홈화면으로 돌아가고 평가도 안먹혀서 피드백 안될때도 많고 제발 돈값좀 했으면 좋겠어요.,2021-05-23,따릉2348382
App Store,4,"지금 내 나이대에 영어 배우는 목적은 오로지 하나..

내 전공 분야에 대해서 표현하고 싶다는 것임

링글은 이 목적을 이룰 수 있게 해주는 유일 무일한 영어교육 서비스임",2021-04-23,iOS engineers
App Store,3,"오류가 잊을만 하면 자꾸 생겨서 스트레스 받네요
영어 공부하기 좋고 도움이 많이 되고는 있지만 오류 문제 바로바로 케어 부탁드려요",2021-04-13,Good to creativity
App Store,3,프로그램은 좋은데 앱 자체가 매끄럽게 돌아가진 않음. 수업 예약하다가 가끔 뻑남.,2021-04-04,이료일죠하
App Store,5,UX도 깔끔하고 튜터분들도 다들 좋으세요. 추천합니다.,2021-04-03,skdjcicklwnws
App Store,5,"영어 공부라는게 미드 보면서 느는게 전혀 아닌데, 막상 공부하려고 하니 힘들어서 공부를 못 하고 있었음 
근데 확실히 링글에서 아이비리그 튜터들이랑 만나면서 수업하고 앱 확인하면서 웨비나랑 링글 교재 읽으니까 영어가 쑥쑥 늘었음 
원래 영어에 자신감이 없었는데 링글 하면서 영어에 자신감이 생김 
원래 리뷰 잘 안남기는데 응원하고 싶어서 남김",2021-03-24,song:)))))))))
App Store,5,출근할때 지하철에서도 많이 사용하는데 너무 편해요 진짜 아침에 준비해서 밤에 회화 하면 하루 알차서 기분좋음,2021-03-16,행복한창문
App Store,5,링글을 만나 누구보다 재밌게 영어공부 하는 중입니다. 사소한 의견도 바로 반영해주셔서 만족스럽습니다. 영어로 꿈을 이루는 그날 까지,2021-03-15,별것도아냐
App Store,5,"가로모드 기능이 속히 추가되어야 합니다. 
또한 아이패드로 수업을 들을 때에 편리하고 유용한 기능을 추가해주세요",2021-03-07,똥랑스
App Store,5,ㅡㅡ 진짜 답답,2021-02-18,Nounomi
App Store,4,아이패드로 듣고 싶은데 모바일 버전만 가능해서 불편합니다. 아이패드에도 적용되는 버전 만들어주세요,2021-01-29,코카카바냐냐냐냐냐
App Store,1,"앱에 제대로 투자를 해주세요.
복습,예습 하기가 어려워요.....",2021-01-12,조단1997
App Store,1,앱이있다고해서 다운받았는데 이건 그냥 모바일버전 웹페이지 바로가기네요.... 없느니만 못합니다....,2021-01-02,옛날제리
App Store,1,"업데이트 하고 나서 너무 별로에요 한 개도 나아진게 없어서 도대체 왜 업데이트 하신건지 모르겠네요... 튜터 리뷰도 어디서 보는지 모르겠고, 이전 버전에서는 24시간 수업 신청 전에 튜터 이름 클릭하면 리뷰 볼 수 있었는데 지금은 안보이고 튜터 검색도 어디서 하는지 모르겠어요!",2021-01-01,congsoy
App Store,5,"그래도 서비스에 대한 애정으로 5점 드릴게용

Intermediate high ~ advanced low 정도의 레벨을 가지고 영어 배우는 사람입니다. 학원에 가면 어드밴스드는 잘 안 열리고, 인터미디엇은 레벨 차이가 심해서 과외를 찾아보던 중 괜찮은 대체제 같아서 시작하게 되었어요. 지금 60회 이상 수강한 나름 헤비유저라고 생각했는데 100회 넘기신 분도 많더라고요.. 겸손해집니다...

한국에서는 독보적인 서비스라고 생각하고, 영어 때문에 고생도 많이하고 걱정도 많았는데 링글 시작하고서 영어가 제일 재미있어졌어요. 새로운 사람과 대화하는 것도 즐겁고 교재를 통해 이것저것 깊게 배우는 것도 재미있습니다. 영문법부터 배우는 영어 질리신 분들께 너무너무 추천하고 일단 정착하는 순간부터 만족도가 수직 상승하리라고 장담합니다.

다만 컨텐츠가 많다보니 정착에서 조금 허들이 높고ㅠㅠ 수업 준비도 빡세게 해야해서 바쁜 분들은 이용하기 어려워하시더라고요.. 저도 여러번 영업했는데 일단 10번 이상 사용해야 정착할 수 있는것 같아서 그 부분에 대한 고민이 필요해보입니다. 또한 매번 수강신청처럼 되는 수업 예약도 허들이고, 초반 유저는 인기 튜터를 만나기 어려운 것도 단점이에요.

그리고 앱이 너무나도 아쉬운데 정말 많이 튕깁니다ㅠㅠ 특히 튜터 스케쥴 알림이 떠서 들어올 때 안정성이 매우 낮은데 그 이유를 모르겠어요.. 저는 조금 기다렸다가 예약을 시작하는데 그러면 좀 괜찮습니다. 그리고 녹음 기능도 좀 불안정한 것 같아요. 벌써 세번이나 연달아 녹음이 안 됐습니다ㅠㅠ 링글 솔직히 한번 듣고 끝내기엔 수업 너무 충실한데 아쉬워용... 링글 블로그도 굉장히 알차고, 링글 자체에도 컨텐츠가 많은데 활용하기가 어려운 것 같아서 그 부분도 연결해주면 좋겠습니다...!

진짜 애정을 갖고 사용하는 서비스라 길게 적어봤습니다... 영어 때문에 고생하시는 분들 다들 화이팅하시고... 링글 팀 분들도 늘 감사하다는 말씀을 전하며 저는 추천 코드 남기고 갑니다... 번창하세용

추천코드 = de856a",2020-11-27,tellmewhatisnottaken
App Store,1,"코로나19전 링글 서비스 평가

양질의 강사진 (아직 실력 좋으신 분들 많이 남아 있지만, 이땐 더 많았음)

적절한 가격 (100만원 이상 제품 구매 시. 지금과 다르게 2시간 전 긴급취소 수업 듣기 그리 어렵지 않아 가성비 나쁘지 않았음)

하지만 코로나19 이후

사용자는 급증하는데 강사 풀 감소. 수업 듣기 어려워짐

(인기 강사 수업 구하기는대학 수강신청급으로 바뀜)

긴급취소수업 듣기 어려워지니 강사 풀을 보강하는게 아니라 긴급취소수업 듣기 어렵다고 하셔서 수업을 없애드렸읍니다^^ 시전.

내년에 크레딧 구매할 의향 없음. ㅂㅂ",2020-11-05,11뉴비
App Store,1,"진정한 아이패드 전용 앱을 개발해주세요.
지금은 웹 뷰를 단순히 띄우는 형태로 개발되어 있어서 사용성이 정말 떨어지네요. 대표적으로 가로 모드가 지원되지 않는 이유도 그런 거겠죠? 굳이 앱을 설치하지 않고, 브라우저로 접속하는 게 훨씬 나을 정도에요. 이럴 거면 아이패드 앱을 릴리지 안 하는 게 더 나을 것 같네요.",2020-09-12,또또둥둥이
App Store,1,앱이나 잘 만드시고 홍보를 하세요.,2020-08-15,최악인정
App Store,1,"마케팅 광고비 엄청 쓰던데..
앱이 엉망인건 안고치나봄
고객센터(카톡 및 인앱 상담) 답변 없음 8/6, 8/11일
체험 수업도 안하고 그냥 gg 해버림.
아 인스타 광고 정말 믿지 말아야지 하면서도 다운로드 했는데 정말 이렇게 신물나는 서비스는 처음. 
대표 얼굴 박아놓고 광고하면서 앱 오류가 며칠씩 방치되고 고객센터는 답변없고 정말 이렇게 서비스
할거면 뭐하러 하나 싶음. 아 정말 이렇게 하지 맙시다.!!!! 휴!",2020-08-11,ㄱㅅㄹㄹㄹ
App Store,1,수업 직전에 갑자기 앱이 맛이가서 안열려요 돈날렸어요,2020-07-10,Inu3355
App Store,3,"잘 쓰고 있었는데, 갑자기 안열려요.
앱을 키면 화면이 열리다가 바로 꺼져요. 화면이 사라져요 ㅠㅠ
아이폰을 껐다켰는데도 안되네요.
버그일까요?
모바일로도 듣는데 해결 좀 부탁드려요",2020-07-10,초코누나502
App Store,1,회원가입 후 공지부터 뜨고 체험 예약을 해도 앱이 먹 통 입니다,2020-07-09,나도몰랐던멤버쉽가입
App Store,3,오류 너무많이나요..,2020-06-27,아로ㅓ라
App Store,1,아이패드로 보기엔 너무작고 세로로만 지원됨,2020-06-25,즨우
App Store,1,"답안 작성하고 있는데 자동 저장도 안 되고 앱이 죽어서 내용 날아갈 때가 많아요, 예습이나 복습 중에 갑자기 리프레시 되면서 메인으로 이동해버리기도 하고요. 너무 불편하고 안정성도 떨어져서 앱 사용 안 하게 됩니다......... 앱 업데이트 좀 해주세요. 온라인 서비스인데.. 이럴 때마다 서비스 사용하기 싫어져요.",2020-06-24,포중
App Store,2,"영어 교육 앱 중에서 불안정성, 버그 등등이 제일 안좋음. 유료서비스 그것도 꽤 고가에 포지셔닝 되어 있는데 자꾸만 유저 인내심을 시험함...",2020-06-05,rumble88
App Store,1,"앱 업데이트 기대했는데 ㅠㅠㅠㅠ 이게 뭔가요 ㅠㅠㅠㅠ
수강신청 페이지 직관적이지 않고 복잡하네요 ㅠㅠㅠㅠㅠㅠㅠ",2020-05-25,튜튜튜123
App Store,3,가로앱 안되서 아이패드에서 쓰기 너무 불편해요 ㅠㅠ,2020-03-31,jossss27353
App Store,1,돈만 빼먹고 안되는 강의 비싸게 받아쳐먹는 업체,2020-03-12,ssammaa
App Store,1,앱이 버벅거리고 수강 신청 시스템이 너무 불편한데 일정기간이 지나면 구매한 크레딧이 소멸되는 유효기간까지 있어요. 전반적으로 서비스 품질이 굉장히 낮아요. 정말 비추입니다.,2020-03-01,이시국에저품질혈세스타트업노!
App Store,1,업데이트를 완료했는데도 홈 화면에는 또 다시 업뎃 알림이...앱을 종료했다 다시 실행해도 업데이트 알림만 뜨고 도무지 수강신청을 할 수가 없네요.,2019-11-03,Christy201203
App Store,5,잘 쓰고있습니다.그런데 앱사용 도중에 자주 앱이 꺼집니다. 오류 수정이 있었으면 좋겠습니다!,2019-10-03,enenmin
App Store,5,"어플 전체적인 디자인과 버벅임 없는 깔끔함이 너무 좋네요, 1대 1로 수업을 한다는게 너무 좋습니다.
링글 화이팅",2019-07-04,곽대위
App Store,1,"업데이트를 했는데 로그인이 풀렸습니다.
(하지만 push 알람은 오고있네요)
구글로그인버튼이 아예 안눌려서 로그인을 못하고..

예전부터 느끼지만 앱이 너무 불안정한거같아요.
더불어 아이패드 가로모드 대응은 언제되나요?

내일 수업인데 그전에 수정이 될까요..?",2019-05-30,챤챳
App Store,5,구글 로그인 클릭이 안되요,2019-05-29,pjm1121
App Store,4,"다른건 다 좋은데 가로앱 기능이 안되서 아이패드로 불편하네요
그리고 추후에는 앱에서도 선생님과 수업중에 노트테이킹하는거 동시에 볼수 있었으면 합니다
지금은 아이패드로 수업하면서 컴퓨터 화면으로 보고 있어서 조금 불편해요
이런점을 제외하고는 다 만족스럽습니다:) 하이팅",2019-01-08,정재리
App Store,5,"모바일 웹으로 수강신청하며 앱이 없는 게 늘 아쉬웠는데, 드디어 나와서 정말 반갑습니다 :) 감사합니다!",2017-02-13,yoonkhong
App Store,5,오디오 듣는데 앱을 꺼도 재생이 되네요! 아직 수업은 안듣지만 자주 앱 들어가면서 링글과 친해져볼게요 ㅎㅎ,2017-02-08,오시마123
App Store,5,"아이폰 앱 나왔네요 
수업 예약하고 다른 외부 일정이 생기는 경우가 생겨서 불안했는데 다행입니다",2017-02-08,유저 포 지메일
